sifra,vrsta_dela,lokacija,neto_placilo,trajanje,delovnik,prosta_mesta

383940,STREŽBA,MARIBOR,5.21 €/h neto,PO DOGOVORU,IZMENSKO,

383942,DELO V DELAVNICI,LJUBLJANA,8.00 €/h neto,"PO DOGOVORU, CCA DO 31. 12. 2022",DOPOLDAN,2

383943,POMOČ PRI PRODAJI,NOVO MESTO,6.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

383945,DELO V PROIZVODNJI,ŠENTJUR PRI CELJU,6.49 €/h neto,PO DOGOVORU,PO DOGOVORU,

383948,POMOČ V TRGOVINI,LENDAVA,5.32 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

383958,STREŽBA,LJUBLJANA,6.17 €/h neto,PO DOGOVORU,PO DOGOVORU,

383960,POMOČ PRI PRODAJI,LENDAVA,5.92 €/h neto,PO DOGOVORU,IZMENSKO,

383961,VRTNARSKA DELA,LJUBLJANA RUDNIK,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

383964,DELO V SKLADIŠČU,LJUBLJANA ČRNUČE,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

383967,POUČEVANJE,HORJUL,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

383974,INVENTURA,LJUBLJANA BTC,5.58 €/h neto,"TOREK, 8. 11. 2022",DOPOLDAN,25

383977,STREŽBA,LJUBLJANA BTC,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

383980,INVENTURA,CELJE,5.21 €/h neto,"TOREK, 8. 11. 2022",DOPOLDAN,20

383982,BLAGAJNIK,MURSKA SOBOTA,5.32 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

383985,TRŽENJE,LJUBLJANA (TRGOVSKI CENTRI),8.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

383989,STREŽBA,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

383993,TELEFONSKI MARKETING,PTUJ,5.21 €/h neto,PO DOGOVORU,DOPOLDAN,

383995,POMOČ PRI PRODAJI,MARIBOR,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

383998,STREŽBA HRANE IN PIJAČE,LJUBLJANA CENTER,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384003,DELO NA BENCINSKEM SERVISU,LJUBLJANA NOVE JARŠE,5.40 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384005,PRODAJA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384007,MONTAŽA,KAMNIK,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384009,DIGITALNI MARKETING,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384010,STREŽBA,VRHNIKA,8.00 €/h neto,PO DOGOVORU,IZMENSKO,

384011,POMOČ V STREŽBI,MARIBOR,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384012,POMOČ V KUHINJI,MARIBOR,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384014,DELO V ZDRAVSTVU,"ŠKOFJA LOKA, LJUBLJANA",6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384016,STREŽBA,IZLAKE,5.21 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384019,PRODAJA,NOVO MESTO,5.24 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384020,DELO V ZDRAVSTVU,"ŠKOFJA LOKA, LJUBLJANA",6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384022,STREŽBA,MARIBOR,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384025,RAZVOZ,SLOVENSKA BISTRICA,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384026,DELO V PROIZVODNJI,"VELIKI OTOK, POSTOJNA",5.24 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384027,DELO V KUHINJI,DOMŽALE,5.21 €/h neto,OD DVA DO TRI TEDNE,DOPOLDAN,

384030,DELO V PROIZVODNJI,CELJE,7.00 €/h neto,PO DOGOVORU,IZMENSKO,3

384032,RAZVOZ,KAMNIK,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384033,POMOČ V STREŽBI,NAKLO,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384035,STREŽBA,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,MED VIKENDI,

384037,MARKETING,LJUBLJANA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384040,DELO V SKLADIŠČU,LJUBLJANA,5.92 €/h neto,CCA 1 MESEC,DOPOLDAN,

384041,POMOČ V TRGOVINI,KRANJ,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384043,POMOČ PRI PRODAJI,CELJE,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384045,STREŽBA HRANE IN PIJAČE,LJUBLJANA,6.10 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

384048,PROGRAMIRANJE,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384055,STREŽBA,KOPER,7.00 €/h neto,PO DOGOVORU,MED VIKENDI,3

384056,PROGRAMIRANJE,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384058,PROGRAMIRANJE,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384060,DELO NA TERENU,CELJE,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

384061,POMOČ PRI PRODAJI,LJUBLJANA ŠIŠKA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO,IZMENSKO,2

384062,INVENTURA,NOVA GORICA,5.21 €/h neto,8. 11. 2022,DOPOLDAN,10

384064,STREŽBA HRANE IN PIJAČE,LUKOVICA,5.28 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384067,DELO NA TERENU,DOMŽALE Z OKOLICO,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384068,POMOČ PRI PRODAJI,ILIRSKA BISTRICA,5.92 €/h neto,PO DOGOVORU,IZMENSKO,

384069,DELO NA BENCINSKEM SERVISU,LJUBLJANA BEŽIGRAD,5.28 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384072,PAKIRANJE,LJUBLJANA,7.18 €/h neto,DO CCA 3. 11. 2022,DOPOLDAN,3

384073,DELO V AVTOPRALNICI,LJUBLJANA ŠIŠKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384080,PAKIRANJE,LJUBLJANA ŠIŠKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384090,POMOČNIK VZGOJITELJA/VZGOJITELJICE,KAMNIK,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384095,DELO V KUHINJI,MALEČNIK,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384096,STREŽBA HRANE IN PIJAČE,MALEČNIK,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384106,POMOČ PRI PRODAJI,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384107,POUČEVANJE,ŽUŽEMBERK,8.00 €/h neto,PO DOGOVORU,DOPOLDAN,

384108,RAČUNOVODSKA DELA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384110,VULKANIZERSKA DELA,CELJE,6.34 €/h neto,DO 5. 11. 2022,DOPOLDAN,2

384112,PROGRAMIRANJE,LJUBLJANA ALI OD DOMA,9.29 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384113,PROGRAMIRANJE,LJUBLJANA OD DOMA,9.29 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384114,DELO V PROIZVODNJI,GORENJA VAS,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,6

384117,DELO NA BENCINSKEM SERVISU,POSTOJNA,5.21 €/h neto,PO DOGOVORU,IZMENSKO,2

384118,DELO V AVTOPRALNICI,IVANČNA GORICA,6.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

384119,MARKETING,LJUBLJANA IN OD DOMA,6.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

384122,POMOČ V STREŽBI,LJUBLJANA,8.00 €/h neto,PO DOGOVORU,IZMENSKO,2

384125,PRODAJA,CELJE,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384126,PRODAJA,LJUBLJANA CITYPARK,6.06 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384128,ADMINISTRATIVNA DELA,MEDVODE,6.76 €/h neto,DO KONCA LETA 2022,DOPOLDAN,2

384131,POMOČ V TRGOVINI,CELJE,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384135,POMOČ V TRGOVINI,SEVNICA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,8

384137,ADMINISTRATIVNA DELA,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384143,STROJNIŠKA DELA,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384144,STREŽBA,KRVAVEC,6.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384145,MODEL ,SEŽANA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384146,POMOČ PRI PRODAJI,LJUBLJANA BTC,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384148,POMOČ V TRGOVINI,KRANJ,5.75 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384149,DELO NA BENCINSKEM SERVISU,MARIBOR,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384153,PRODAJA,POSTOJNA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384155,POMOČ PRI PRODAJI,NOVO MESTO,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384156,PREVAJANJE,"LJUBLJANA, OD DOMA",7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384160,DELO V PROIZVODNJI,KAMNIK,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384164,HOSTES/A,MARIBOR,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,8

384165,HOSTES/A,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,10

384171,POMOČNIK VZGOJITELJA/VZGOJITELJICE,VELIKE LAŠČE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384173,TELEFONSKI MARKETING,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384184,ČIŠČENJE,GOMILSKO,5.24 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384186,POMOČ PRI PRODAJI,DOMŽALE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384187,PROJEKTIRANJE,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384188,RAČUNOVODSKA DELA,LJUBJANA - RUDNIK,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384189,STROJNIŠKA DELA,ŠKOFJA LOKA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384192,PROJEKTNO DELO,ŠKOFJA LOKA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384195,PREVAJANJE,LJUBLJANA,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384196,DEKLARIRANJE,PETROVČE,5.24 €/h neto,PO DOGOVORU,DOPOLDAN,

384198,ČIŠČENJE,KRANJ,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384200,VZDRŽEVANJE,KRANJ,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384202,ELEKTROTEHNIČNA DELA,CELJE Z OKOLICO,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384205,DELO S STRANKAMI,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,20

384209,STREŽBA,KAMNIK,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

384211,POMOČ V STREŽBI,REČICA OB SAVINJI,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

384212,RAZVOZ,NOVO MESTO,5.50 €/h neto,PO DOGOVORU,POPOLDAN,

384213,POMOČ V TRGOVINI,ŽIRI,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384220,POMOČ V STREŽBI,KRANJ,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,5

384221,POMOČ V KUHINJI,KRANJ,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384222,POMOČ V STREŽBI,CELJE,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,3

384224,ČIŠČENJE,CELJE,7.27 €/h neto,PO DOGOVORU,PO DOGOVORU,4

384225,BLAGAJNIK,VELENJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

384226,POMOČ V STREŽBI,KISOVEC,5.50 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384227,POMOČ V STREŽBI,TRBOVLJE,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384229,RAZVOZ,MARIBOR,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

384231,PAKIRANJE,LENART,5.91 €/h neto,PO DOGOVORU,DOPOLDAN,3

384234,POMOČ V STREŽBI,MURSKA SOBOTA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,10

384237,POMOČ V STREŽBI,LJUBLJANA VIČ,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384238,POMOČ V STREŽBI,POLJČANE,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384239,STREŽBA,LJUBLJANA,6.80 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384242,PROJEKTNO DELO,VRHNIKA,8.45 €/h neto,PO DOGOVORU,PO DOGOVORU,

384246,INŠTALACIJE,LJUBLJANA,6.20 €/h neto,PO DOGOVORU,DOPOLDAN,

384248,VRTNARSKA DELA,GROSUPLJE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384251,POMOČ V KUHINJI,CELJE,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

384254,DELO S STRANKAMI,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384255,DELO V KUHINJI,NAZARJE,5.21 €/h neto,PO DOGOVORU,DOPOLDAN,

384257,ADMINISTRATIVNA DELA,POLJČANE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384262,ČIŠČENJE,PO SLOVENIJI,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384265,DELO V PROIZVODNJI,DOMŽALE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384266,PRODAJA,LJUBLJANA - RUDNIK,6.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384273,RAZVOZ,MIKLAVŽ NA DRAVSKEM POLJU,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384275,PROGRAMIRANJE,LJUBLJANA,8.87 €/h neto,PO DOGOVORU,DOPOLDAN,

384276,STREŽBA,BENEDIKT,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384278,PRODAJA,CELJE,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384279,DELO S STRANKAMI,MARIBOR,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384280,DELO S STRANKAMI,NOVO MESTO,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384285,DELO V DELAVNICI,RADOMLJE,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384287,VZDRŽEVANJE,LJUBLJANA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384290,POMOČ PRI PRODAJI,KRANJ,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384292,PAKIRANJE,KRANJ,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384293,POMOČ V STREŽBI,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

384296,POMOČ V KUHINJI,DRAVOGRAD,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384300,STREŽBA,KOMENDA,8.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

384302,POMOČ V KUHINJI,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

384311,STREŽBA HRANE IN PIJAČE,MIKLAVŽ NA DRAVSKEM POLJU,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384312,MARKETING,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384314,DELO V LABORATORIJU,LENDAVA,5.22 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384321,STREŽBA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384324,STREŽBA HRANE IN PIJAČE,LJUBLJANA - CENTER,6.00 €/h neto,PO DOGOVORU,IZMENSKO,

384328,DELO V AVTOPRALNICI,KRANJ,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384329,DIGITALNI MARKETING,ŠMARTNO PRI LITIJI,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384340,VARSTVO,MAREZIGE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384342,ELEKTROTEHNIČNA DELA,SEŽANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384344,STREŽBA,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384345,RAZVOZ,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384346,VULKANIZERSKA DELA,LJUBLJANA,6.74 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384347,PRODAJA,LJUBLJANA,6.06 €/h neto,PO DOGOVORU,PO DOGOVORU,

384349,STREŽBA,GROSUPLJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384355,POMOČ V STREŽBI,CELJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,10

384356,POMOČ V TRGOVINI,LJUBLJANA RUDNIK,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384358,BLAGAJNIK,LJUBLJANA CENTER,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384359,POMOČ PRI PRODAJI,KRANJ - KOKRICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384360,HOSTES/A,LESCE,6.51 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384361,POMOČ V STREŽBI,MEDVODE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384362,PRODAJA,CITYPARK LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

384363,ARHEOLOŠKA IZKOPAVANJA,ŠKOFJA LOKA,5.78 €/h neto,CCA 2 TEDNA,DOPOLDAN,6

384364,POMOČ V TRGOVINI,GORNJA RADGONA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384367,DELO S STRANKAMI,MARIBOR,6.34 €/h neto,PO DOGOVORU,POPOLDAN,

384369,POMOČ V KUHINJI,GRADAC,5.21 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

384370,STREŽBA HRANE IN PIJAČE,GRADAC,5.21 €/h neto,PO DOGOVORU,IZMENSKO,2

384380,POMOČ PRI PRODAJI,LJUBLJANA BTC,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384381,POMOČ PRI PRODAJI,LJUBLJANA RUDNIK,5.41 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

384385,DELO S STRANKAMI,LJUBLJANA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384391,DELO V PROIZVODNJI,POLJANE NAD ŠKOFJO LOKO,5.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

384392,STREŽBA,KRKA,7.18 €/h neto,PO DOGOVORU,POPOLDAN,2

384395,RAZVOZ,MARIBOR,5.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

384396,DELO V PROIZVODNJI,MENGEŠ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

384397,BLAGAJNIK,KAMNIK - DUPLICA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384398,PRODAJA,ŠKOFJA LOKA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384399,POMOČ V STREŽBI,ŠENČUR,7.30 €/h neto,PO DOGOVORU,PO DOGOVORU,2

384400,STREŽBA,BLANCA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384402,POUČEVANJE,ŽETALE ALI NA DALJAVO,8.45 €/h neto,"PO POTREBI, CCA 60 UR",PO DOGOVORU,

384403,DELO NA TERENU,LJUBLJANA,6.76 €/h neto,PO DOGOVORU,POPOLDAN,3

384409,POMOČ PRI PRODAJI,SLOVENJ GRADEC,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

384412,ADMINISTRATIVNA DELA,KAMNIK,6.00 €/h neto,PO DOGOVORU,DOPOLDAN,

384415,DELO V SKLADIŠČU,PETROVČE,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,10

384418,ANIMATOR/KA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,4

384423,DELO V ZDRAVSTVU,LJUBLJANA,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

384424,DELO V ZDRAVSTVU,LJUBLJANA,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384425,INFORMATIKA,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384426,PROJEKTNO DELO,LJUBLJANA,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384428,DELO V KUHINJI,PTUJ,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,10

384429,STREŽBA,RADLJE OB DRAVI,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384435,STROJNIŠKA DELA,LJUBLJANA,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384439,DELO V PROIZVODNJI,BREG PRI MAJŠPERKU,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

384449,PRODAJA,MENGEŠ,5.21 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

384450,VULKANIZERSKA DELA,TREBNJE,7.00 €/h neto,2 MESECA,PO DOGOVORU,2

384451,DELO NA RAČUNALNIKU,LJUBLJANA,7.00 €/h neto,PO DOGOVORU ,DOPOLDAN,

384453,POMOČ PRI PRODAJI,DOMŽALE,6.25 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

384455,DELO S STRANKAMI,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384457,DELO V TISKARNI,LJUBLJANA,6.00 €/h neto,PO DOGOVORU ,IZMENSKO,

384460,DELO NA RECEPCIJI,BREZOVICA PRI LJUBLJANI,5.21 €/h neto,PO DOGOVORU,POPOLDAN,

384461,DELO V SKLADIŠČU,IG,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

384462,STREŽBA,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

384464,DELO V PROIZVODNJI,IVANČNA GORICA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

384466,POMOČ V KUHINJI,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

